time,open,high,low,close,volume,return
2021-04-07 07:00:00,1237.39,1242.38,1232.52,1242.38,676166500,0.0019516758605115925
2021-04-08 07:00:00,1246.4,1246.4,1232.26,1234.89,633566500,-0.006028751267728061
2021-04-09 07:00:00,1231.51,1234.98,1227.6,1231.66,655839000,-0.0026156175853719876
2021-04-12 07:00:00,1236.79,1252.45,1232.35,1252.45,857647000,0.01687965834727123
2021-04-13 07:00:00,1262.44,1268.02,1247.66,1248.33,977605500,-0.003289552477144908
2021-04-14 07:00:00,1240.9,1255.87,1233.01,1255.87,813503500,0.006040069532895931
2021-04-15 07:00:00,1262.25,1265.87,1247.25,1247.25,771443700,-0.006863767746661642
2021-04-16 07:00:00,1245.06,1254.61,1227.14,1238.71,948989400,-0.006847063539787479
2021-04-19 07:00:00,1243.58,1260.58,1233.77,1260.58,773047000,0.017655464152222855
2021-04-20 07:00:00,1267.74,1286.32,1261.28,1268.28,798483500,0.0061082993542656006
2021-04-22 07:00:00,1264.31,1271.98,1227.82,1227.82,732254600,-0.03190147286088252
2021-04-23 07:00:00,1227.18,1248.53,1216.15,1248.53,684222800,0.016867293251453752
2021-04-26 07:00:00,1251.25,1251.25,1214.14,1215.77,685386500,-0.026238856895709373
2021-04-27 07:00:00,1213.84,1220.96,1204.14,1219.75,544650900,0.0032736455086077587
2021-04-28 07:00:00,1220.26,1230.91,1217.49,1229.55,589498400,0.008034433285509346
2021-04-29 07:00:00,1234.91,1239.39,1231.25,1239.39,614232800,0.008002927900451429
2021-05-04 07:00:00,1222.08,1242.8,1212.56,1242.2,712632600,0.0022672443702143052
2021-05-05 07:00:00,1244.69,1265.93,1242.2,1256.43,685433600,0.011455482208984069
2021-05-06 07:00:00,1255.42,1261.49,1246.64,1250.57,672398700,-0.004664008341093484
2021-05-07 07:00:00,1245.48,1250.5,1231.92,1241.81,745215600,-0.00700480580855134
2021-05-10 07:00:00,1239.96,1259.58,1236.85,1259.58,732066300,0.014309757531345335
2021-05-11 07:00:00,1265.11,1272.55,1256.04,1256.04,709535700,-0.0028104606297336687
2021-05-12 07:00:00,1251.97,1269.09,1249.18,1269.09,664157900,0.010389796503295967
2021-05-13 07:00:00,1262.98,1273.49,1261.99,1261.99,680368500,-0.0055945598814898245
2021-05-14 07:00:00,1266.43,1271.45,1259.97,1266.36,679016500,0.003462784966600241
2021-05-17 07:00:00,1272.55,1277.83,1258.5,1258.7,705839600,-0.006048832875327648
2021-05-18 07:00:00,1259.57,1262.22,1249.02,1252.68,661244600,-0.004782712322237259
2021-05-19 07:00:00,1254.78,1262.71,1250.58,1262.49,650916500,0.007831209886004276
2021-05-20 07:00:00,1264.62,1278.22,1255.78,1278.22,706187900,0.012459504629739548
2021-05-21 07:00:00,1272.84,1289.03,1268.46,1283.93,654126800,0.0044671496299542035
2021-05-24 07:00:00,1287.5,1299.83,1287.36,1297.98,670713100,0.01094296418029006
2021-05-25 07:00:00,1299.19,1308.58,1297.23,1308.58,639370500,0.008166535693924226
2021-05-26 07:00:00,1308.04,1317.3,1304.68,1316.7,676236800,0.0062051995292609075
2021-05-27 07:00:00,1318.42,1319.67,1299.99,1303.57,685085600,-0.009971899445583743
2021-05-28 07:00:00,1307.79,1323.09,1300.06,1320.46,722285600,0.012956726527919571
